"","from","to","combined_score"
"483","9606.ENSP00000225831","9606.ENSP00000236671",250
"484","9606.ENSP00000225831","9606.ENSP00000236671",250
"485","9606.ENSP00000226253","9606.ENSP00000236671",908
"486","9606.ENSP00000226253","9606.ENSP00000236671",908
"487","9606.ENSP00000229340","9606.ENSP00000236671",259
"488","9606.ENSP00000229340","9606.ENSP00000236671",259
"489","9606.ENSP00000008938","9606.ENSP00000236826",926
"490","9606.ENSP00000008938","9606.ENSP00000236826",926
"491","9606.ENSP00000216117","9606.ENSP00000236826",261
"492","9606.ENSP00000216117","9606.ENSP00000236826",261
"493","9606.ENSP00000220166","9606.ENSP00000236826",907
"494","9606.ENSP00000220166","9606.ENSP00000236826",907
"495","9606.ENSP00000225831","9606.ENSP00000236826",693
"496","9606.ENSP00000225831","9606.ENSP00000236826",693
"497","9606.ENSP00000226253","9606.ENSP00000236826",904
"498","9606.ENSP00000226253","9606.ENSP00000236826",904
"499","9606.ENSP00000236671","9606.ENSP00000236826",918
"500","9606.ENSP00000236671","9606.ENSP00000236826",918
"501","9606.ENSP00000157812","9606.ENSP00000238156",817
"502","9606.ENSP00000157812","9606.ENSP00000238156",817
"503","9606.ENSP00000215071","9606.ENSP00000238156",710
"504","9606.ENSP00000215071","9606.ENSP00000238156",710
"505","9606.ENSP00000217958","9606.ENSP00000238156",825
"506","9606.ENSP00000217958","9606.ENSP00000238156",825
"507","9606.ENSP00000085219","9606.ENSP00000238788",468
"508","9606.ENSP00000085219","9606.ENSP00000238788",468
"509","9606.ENSP00000215574","9606.ENSP00000238788",201
"510","9606.ENSP00000215574","9606.ENSP00000238788",201
"511","9606.ENSP00000222284","9606.ENSP00000238788",576
"512","9606.ENSP00000222284","9606.ENSP00000238788",576
"513","9606.ENSP00000226253","9606.ENSP00000238788",270
"514","9606.ENSP00000226253","9606.ENSP00000238788",270
"515","9606.ENSP00000229195","9606.ENSP00000238788",820
"516","9606.ENSP00000229195","9606.ENSP00000238788",820
"517","9606.ENSP00000219150","9606.ENSP00000239940",244
"518","9606.ENSP00000219150","9606.ENSP00000239940",244
"519","9606.ENSP00000225655","9606.ENSP00000239940",926
"520","9606.ENSP00000225655","9606.ENSP00000239940",926
"521","9606.ENSP00000203630","9606.ENSP00000240333",643
"522","9606.ENSP00000203630","9606.ENSP00000240333",643
"523","9606.ENSP00000221418","9606.ENSP00000240333",439
"524","9606.ENSP00000221418","9606.ENSP00000240333",439
"525","9606.ENSP00000222284","9606.ENSP00000240333",657
"526","9606.ENSP00000222284","9606.ENSP00000240333",657
"527","9606.ENSP00000234160","9606.ENSP00000240333",458
"528","9606.ENSP00000234160","9606.ENSP00000240333",458
"529","9606.ENSP00000229829","9606.ENSP00000240364",308
"530","9606.ENSP00000229829","9606.ENSP00000240364",308
"531","9606.ENSP00000240333","9606.ENSP00000240364",433
"532","9606.ENSP00000240333","9606.ENSP00000240364",433
"533","9606.ENSP00000008938","9606.ENSP00000241052",221
"534","9606.ENSP00000008938","9606.ENSP00000241052",221
"535","9606.ENSP00000037243","9606.ENSP00000241052",378
"536","9606.ENSP00000037243","9606.ENSP00000241052",378
"537","9606.ENSP00000215754","9606.ENSP00000241052",245
"538","9606.ENSP00000215754","9606.ENSP00000241052",245
"539","9606.ENSP00000216117","9606.ENSP00000241052",904
"540","9606.ENSP00000216117","9606.ENSP00000241052",904
"541","9606.ENSP00000216185","9606.ENSP00000241052",858
"542","9606.ENSP00000216185","9606.ENSP00000241052",858
"543","9606.ENSP00000216254","9606.ENSP00000241052",626
"544","9606.ENSP00000216254","9606.ENSP00000241052",626
"545","9606.ENSP00000218516","9606.ENSP00000241052",234
"546","9606.ENSP00000218516","9606.ENSP00000241052",234
"547","9606.ENSP00000221418","9606.ENSP00000241052",916
"548","9606.ENSP00000221418","9606.ENSP00000241052",916
"549","9606.ENSP00000222330","9606.ENSP00000241052",439
"550","9606.ENSP00000222330","9606.ENSP00000241052",439
"551","9606.ENSP00000225655","9606.ENSP00000241052",322
"552","9606.ENSP00000225655","9606.ENSP00000241052",322
"553","9606.ENSP00000225831","9606.ENSP00000241052",556
"554","9606.ENSP00000225831","9606.ENSP00000241052",556
"555","9606.ENSP00000226253","9606.ENSP00000241052",298
"556","9606.ENSP00000226253","9606.ENSP00000241052",298
"557","9606.ENSP00000228872","9606.ENSP00000241052",242
"558","9606.ENSP00000228872","9606.ENSP00000241052",242
"559","9606.ENSP00000236671","9606.ENSP00000241052",523
"560","9606.ENSP00000236671","9606.ENSP00000241052",523
"561","9606.ENSP00000236826","9606.ENSP00000241052",221
"562","9606.ENSP00000236826","9606.ENSP00000241052",221
"563","9606.ENSP00000239940","9606.ENSP00000241052",238
"564","9606.ENSP00000239940","9606.ENSP00000241052",238
"565","9606.ENSP00000009530","9606.ENSP00000241261",279
"566","9606.ENSP00000009530","9606.ENSP00000241261",279
"567","9606.ENSP00000011653","9606.ENSP00000241261",215
"568","9606.ENSP00000011653","9606.ENSP00000241261",215
"569","9606.ENSP00000164227","9606.ENSP00000241261",262
"570","9606.ENSP00000164227","9606.ENSP00000241261",262
"571","9606.ENSP00000215754","9606.ENSP00000241261",226
"572","9606.ENSP00000215754","9606.ENSP00000241261",226
"573","9606.ENSP00000216223","9606.ENSP00000241261",346
"574","9606.ENSP00000216223","9606.ENSP00000241261",346
"575","9606.ENSP00000222330","9606.ENSP00000241261",230
"576","9606.ENSP00000222330","9606.ENSP00000241261",230
"577","9606.ENSP00000223795","9606.ENSP00000241261",503
"578","9606.ENSP00000223795","9606.ENSP00000241261",503
"579","9606.ENSP00000225831","9606.ENSP00000241261",461
"580","9606.ENSP00000225831","9606.ENSP00000241261",461
"581","9606.ENSP00000226279","9606.ENSP00000241261",269
"582","9606.ENSP00000226279","9606.ENSP00000241261",269
"583","9606.ENSP00000227752","9606.ENSP00000241261",253
"584","9606.ENSP00000227752","9606.ENSP00000241261",253
"585","9606.ENSP00000228872","9606.ENSP00000241261",271
"586","9606.ENSP00000228872","9606.ENSP00000241261",271
"587","9606.ENSP00000228928","9606.ENSP00000241261",333
"588","9606.ENSP00000228928","9606.ENSP00000241261",333
"589","9606.ENSP00000229829","9606.ENSP00000241261",202
"590","9606.ENSP00000229829","9606.ENSP00000241261",202
"591","9606.ENSP00000236671","9606.ENSP00000241261",206
"592","9606.ENSP00000236671","9606.ENSP00000241261",206
"593","9606.ENSP00000241052","9606.ENSP00000241261",258
"594","9606.ENSP00000241052","9606.ENSP00000241261",258
"595","9606.ENSP00000233154","9606.ENSP00000243045",226
"596","9606.ENSP00000233154","9606.ENSP00000243045",226
"597","9606.ENSP00000008938","9606.ENSP00000243347",903
"598","9606.ENSP00000008938","9606.ENSP00000243347",903
"599","9606.ENSP00000164227","9606.ENSP00000243347",227
"600","9606.ENSP00000164227","9606.ENSP00000243347",227
"601","9606.ENSP00000216117","9606.ENSP00000243347",233
"602","9606.ENSP00000216117","9606.ENSP00000243347",233
"603","9606.ENSP00000219150","9606.ENSP00000243347",232
"604","9606.ENSP00000219150","9606.ENSP00000243347",232
"605","9606.ENSP00000220166","9606.ENSP00000243347",901
"606","9606.ENSP00000220166","9606.ENSP00000243347",901
"607","9606.ENSP00000223795","9606.ENSP00000243347",348
"608","9606.ENSP00000223795","9606.ENSP00000243347",348
"609","9606.ENSP00000225831","9606.ENSP00000243347",648
"610","9606.ENSP00000225831","9606.ENSP00000243347",648
"611","9606.ENSP00000226253","9606.ENSP00000243347",902
"612","9606.ENSP00000226253","9606.ENSP00000243347",902
"613","9606.ENSP00000236671","9606.ENSP00000243347",903
"614","9606.ENSP00000236671","9606.ENSP00000243347",903
"615","9606.ENSP00000236826","9606.ENSP00000243347",907
"616","9606.ENSP00000236826","9606.ENSP00000243347",907
"617","9606.ENSP00000241261","9606.ENSP00000243347",344
"618","9606.ENSP00000241261","9606.ENSP00000243347",344
"619","9606.ENSP00000157812","9606.ENSP00000243563",301
"620","9606.ENSP00000157812","9606.ENSP00000243563",301
"621","9606.ENSP00000215071","9606.ENSP00000243563",497
"622","9606.ENSP00000215071","9606.ENSP00000243563",497
"623","9606.ENSP00000217026","9606.ENSP00000243563",450
"624","9606.ENSP00000217026","9606.ENSP00000243563",450
"625","9606.ENSP00000222247","9606.ENSP00000243563",293
"626","9606.ENSP00000222247","9606.ENSP00000243563",293
"627","9606.ENSP00000234038","9606.ENSP00000243563",289
"628","9606.ENSP00000234038","9606.ENSP00000243563",289
"629","9606.ENSP00000011653","9606.ENSP00000244007",918
"630","9606.ENSP00000011653","9606.ENSP00000244007",918
"631","9606.ENSP00000085219","9606.ENSP00000244007",499
"632","9606.ENSP00000085219","9606.ENSP00000244007",499
"633","9606.ENSP00000221972","9606.ENSP00000244007",911
"634","9606.ENSP00000221972","9606.ENSP00000244007",911
"635","9606.ENSP00000222330","9606.ENSP00000244007",231
"636","9606.ENSP00000222330","9606.ENSP00000244007",231
"637","9606.ENSP00000228872","9606.ENSP00000244007",212
"638","9606.ENSP00000228872","9606.ENSP00000244007",212
"639","9606.ENSP00000233668","9606.ENSP00000244007",347
"640","9606.ENSP00000233668","9606.ENSP00000244007",347
"641","9606.ENSP00000241052","9606.ENSP00000244007",283
"642","9606.ENSP00000241052","9606.ENSP00000244007",283
"643","9606.ENSP00000241261","9606.ENSP00000244007",229
"644","9606.ENSP00000241261","9606.ENSP00000244007",229
"645","9606.ENSP00000026218","9606.ENSP00000244137",372
"646","9606.ENSP00000026218","9606.ENSP00000244137",372
"647","9606.ENSP00000164227","9606.ENSP00000244137",206
"648","9606.ENSP00000164227","9606.ENSP00000244137",206
"649","9606.ENSP00000216254","9606.ENSP00000244137",262
"650","9606.ENSP00000216254","9606.ENSP00000244137",262
"651","9606.ENSP00000218516","9606.ENSP00000244137",326
"652","9606.ENSP00000218516","9606.ENSP00000244137",326
"653","9606.ENSP00000236671","9606.ENSP00000244137",277
"654","9606.ENSP00000236671","9606.ENSP00000244137",277
"655","9606.ENSP00000238156","9606.ENSP00000244137",201
"656","9606.ENSP00000238156","9606.ENSP00000244137",201
"657","9606.ENSP00000241052","9606.ENSP00000244137",318
"658","9606.ENSP00000241052","9606.ENSP00000244137",318
"659","9606.ENSP00000040663","9606.ENSP00000245185",242
"660","9606.ENSP00000040663","9606.ENSP00000245185",242
"661","9606.ENSP00000216117","9606.ENSP00000245185",483
"662","9606.ENSP00000216117","9606.ENSP00000245185",483
"663","9606.ENSP00000225831","9606.ENSP00000245185",228
"664","9606.ENSP00000225831","9606.ENSP00000245185",228
"665","9606.ENSP00000228928","9606.ENSP00000245185",904
"666","9606.ENSP00000228928","9606.ENSP00000245185",904
"667","9606.ENSP00000236671","9606.ENSP00000245185",207
"668","9606.ENSP00000236671","9606.ENSP00000245185",207
"669","9606.ENSP00000241052","9606.ENSP00000245185",678
"670","9606.ENSP00000241052","9606.ENSP00000245185",678
"671","9606.ENSP00000215754","9606.ENSP00000245206",925
"672","9606.ENSP00000215754","9606.ENSP00000245206",925
"673","9606.ENSP00000215882","9606.ENSP00000245206",288
"674","9606.ENSP00000215882","9606.ENSP00000245206",288
"675","9606.ENSP00000216254","9606.ENSP00000245206",555
"676","9606.ENSP00000216254","9606.ENSP00000245206",555
"677","9606.ENSP00000217901","9606.ENSP00000245206",830
"678","9606.ENSP00000217901","9606.ENSP00000245206",830
"679","9606.ENSP00000218516","9606.ENSP00000245206",253
"680","9606.ENSP00000218516","9606.ENSP00000245206",253
"681","9606.ENSP00000225655","9606.ENSP00000245206",256
"682","9606.ENSP00000225655","9606.ENSP00000245206",256
"683","9606.ENSP00000225665","9606.ENSP00000245206",364
"684","9606.ENSP00000225665","9606.ENSP00000245206",364
"685","9606.ENSP00000225831","9606.ENSP00000245206",347
"686","9606.ENSP00000225831","9606.ENSP00000245206",347
"687","9606.ENSP00000226253","9606.ENSP00000245206",360
"688","9606.ENSP00000226253","9606.ENSP00000245206",360
"689","9606.ENSP00000226279","9606.ENSP00000245206",200
"690","9606.ENSP00000226279","9606.ENSP00000245206",200
"691","9606.ENSP00000241052","9606.ENSP00000245206",723
"692","9606.ENSP00000241052","9606.ENSP00000245206",723
"693","9606.ENSP00000244137","9606.ENSP00000245206",383
"694","9606.ENSP00000244137","9606.ENSP00000245206",383
"695","9606.ENSP00000222284","9606.ENSP00000246105",596
"696","9606.ENSP00000222284","9606.ENSP00000246105",596
"697","9606.ENSP00000009530","9606.ENSP00000246115",212
"698","9606.ENSP00000009530","9606.ENSP00000246115",212
"699","9606.ENSP00000182290","9606.ENSP00000246115",298
"700","9606.ENSP00000182290","9606.ENSP00000246115",298
"701","9606.ENSP00000216223","9606.ENSP00000246115",215
"702","9606.ENSP00000216223","9606.ENSP00000246115",215
"703","9606.ENSP00000216338","9606.ENSP00000246115",321
"704","9606.ENSP00000216338","9606.ENSP00000246115",321
"705","9606.ENSP00000219150","9606.ENSP00000246115",507
"706","9606.ENSP00000219150","9606.ENSP00000246115",507
"707","9606.ENSP00000221804","9606.ENSP00000246115",212
"708","9606.ENSP00000221804","9606.ENSP00000246115",212
"709","9606.ENSP00000221972","9606.ENSP00000246115",378
"710","9606.ENSP00000221972","9606.ENSP00000246115",378
"711","9606.ENSP00000221978","9606.ENSP00000246115",590
"712","9606.ENSP00000221978","9606.ENSP00000246115",590
"713","9606.ENSP00000223795","9606.ENSP00000246115",239
"714","9606.ENSP00000223795","9606.ENSP00000246115",239
"715","9606.ENSP00000225831","9606.ENSP00000246115",213
"716","9606.ENSP00000225831","9606.ENSP00000246115",213
"717","9606.ENSP00000225941","9606.ENSP00000246115",214
"718","9606.ENSP00000225941","9606.ENSP00000246115",214
"719","9606.ENSP00000227752","9606.ENSP00000246115",537
"720","9606.ENSP00000227752","9606.ENSP00000246115",537
"721","9606.ENSP00000228463","9606.ENSP00000246115",396
"722","9606.ENSP00000228463","9606.ENSP00000246115",396
"723","9606.ENSP00000244007","9606.ENSP00000246115",900
"724","9606.ENSP00000244007","9606.ENSP00000246115",900
"725","9606.ENSP00000009530","9606.ENSP00000246229",480
"726","9606.ENSP00000009530","9606.ENSP00000246229",480
"727","9606.ENSP00000217026","9606.ENSP00000246229",211
"728","9606.ENSP00000217026","9606.ENSP00000246229",211
"729","9606.ENSP00000222725","9606.ENSP00000246229",224
"730","9606.ENSP00000222725","9606.ENSP00000246229",224
"731","9606.ENSP00000009530","9606.ENSP00000246551",259
"732","9606.ENSP00000009530","9606.ENSP00000246551",259
"733","9606.ENSP00000011653","9606.ENSP00000246551",212
"734","9606.ENSP00000011653","9606.ENSP00000246551",212
"735","9606.ENSP00000085219","9606.ENSP00000246551",229
"736","9606.ENSP00000085219","9606.ENSP00000246551",229
"737","9606.ENSP00000182290","9606.ENSP00000246551",239
"738","9606.ENSP00000182290","9606.ENSP00000246551",239
"739","9606.ENSP00000216223","9606.ENSP00000246551",340
"740","9606.ENSP00000216223","9606.ENSP00000246551",340
"741","9606.ENSP00000216338","9606.ENSP00000246551",398
"742","9606.ENSP00000216338","9606.ENSP00000246551",398
"743","9606.ENSP00000219150","9606.ENSP00000246551",333
"744","9606.ENSP00000219150","9606.ENSP00000246551",333
"745","9606.ENSP00000221972","9606.ENSP00000246551",272
"746","9606.ENSP00000221972","9606.ENSP00000246551",272
"747","9606.ENSP00000221978","9606.ENSP00000246551",624
"748","9606.ENSP00000221978","9606.ENSP00000246551",624
"749","9606.ENSP00000223795","9606.ENSP00000246551",298
"750","9606.ENSP00000223795","9606.ENSP00000246551",298
"751","9606.ENSP00000225941","9606.ENSP00000246551",262
"752","9606.ENSP00000225941","9606.ENSP00000246551",262
"753","9606.ENSP00000227752","9606.ENSP00000246551",668
"754","9606.ENSP00000227752","9606.ENSP00000246551",668
"755","9606.ENSP00000228463","9606.ENSP00000246551",313
"756","9606.ENSP00000228463","9606.ENSP00000246551",313
"757","9606.ENSP00000241261","9606.ENSP00000246551",239
"758","9606.ENSP00000241261","9606.ENSP00000246551",239
"759","9606.ENSP00000244007","9606.ENSP00000246551",827
"760","9606.ENSP00000244007","9606.ENSP00000246551",827
"761","9606.ENSP00000246115","9606.ENSP00000246551",582
"762","9606.ENSP00000246115","9606.ENSP00000246551",582
"763","9606.ENSP00000215882","9606.ENSP00000246554",262
"764","9606.ENSP00000215882","9606.ENSP00000246554",262
"765","9606.ENSP00000216034","9606.ENSP00000246554",275
"766","9606.ENSP00000216034","9606.ENSP00000246554",275
"767","9606.ENSP00000216099","9606.ENSP00000246554",579
"768","9606.ENSP00000216099","9606.ENSP00000246554",579
"769","9606.ENSP00000216185","9606.ENSP00000246554",329
"770","9606.ENSP00000216185","9606.ENSP00000246554",329
"771","9606.ENSP00000216254","9606.ENSP00000246554",260
"772","9606.ENSP00000216254","9606.ENSP00000246554",260
"773","9606.ENSP00000220166","9606.ENSP00000246554",524
"774","9606.ENSP00000220166","9606.ENSP00000246554",524
"775","9606.ENSP00000221418","9606.ENSP00000246554",255
"776","9606.ENSP00000221418","9606.ENSP00000246554",255
"777","9606.ENSP00000222247","9606.ENSP00000246554",287
"778","9606.ENSP00000222247","9606.ENSP00000246554",287
"779","9606.ENSP00000222284","9606.ENSP00000246554",300
"780","9606.ENSP00000222284","9606.ENSP00000246554",300
"781","9606.ENSP00000225665","9606.ENSP00000246554",253
"782","9606.ENSP00000225665","9606.ENSP00000246554",253
"783","9606.ENSP00000229379","9606.ENSP00000246554",998
"784","9606.ENSP00000229379","9606.ENSP00000246554",998
"785","9606.ENSP00000241052","9606.ENSP00000246554",298
"786","9606.ENSP00000241052","9606.ENSP00000246554",298
"787","9606.ENSP00000009530","9606.ENSP00000246657",428
"788","9606.ENSP00000009530","9606.ENSP00000246657",428
"789","9606.ENSP00000011653","9606.ENSP00000246657",425
"790","9606.ENSP00000011653","9606.ENSP00000246657",425
"791","9606.ENSP00000085219","9606.ENSP00000246657",412
