"","GSM650659.CEL.gz","GSM650676.CEL.gz","GSM650679.CEL.gz","GSM650686.CEL.gz","GSM650691.CEL.gz","GSM650692.CEL.gz","GSM650696.CEL.gz","GSM650709.CEL.gz","GSM650713.CEL.gz","GSM650714.CEL.gz","GSM650715.CEL.gz","GSM650725.CEL.gz","GSM650728.CEL.gz","GSM650729.CEL.gz","GSM650826.CEL.gz","GSM650828.CEL.gz","GSM650835.CEL.gz","GSM650850.CEL.gz","GSM650855.CEL.gz","GSM650856.CEL.gz","GSM650869.CEL.gz"
"PFN1P2",10.960065,11.113696,10.875217,10.999415,10.918067,11.052716,10.669837,10.839003,10.753253,11.057278,10.934165,10.948309,10.830782,10.919841,10.788546,10.924923,11.31658,10.926125,10.989601,10.618547,10.777444
"H2AC20",11.184648,10.909903,10.493441,10.82272,10.966061,11.105395,10.488194,11.048078,11.046977,10.507229,10.965793,9.976845,11.006689,11.592672,10.439373,10.689124,10.239929,10.118194,10.16346,10.545653,10.048334
"RPRD2",8.606512,8.75964,8.292753,9.05782,8.040151,8.676484,8.373749,8.51271,8.45497,8.331734,8.269898,7.838992,8.502334,8.546658,8.936675,8.808971,8.695751,9.23571,9.000204,8.885797,8.841987
"PRUNE1",7.364803,7.441095,7.320143,7.800629,7.505114,7.9145,7.67791,7.305893,7.742428,7.111412,7.440402,6.769267,7.541649,7.365646,7.6394,7.497384,7.466331,7.731107,7.856578,7.714694,7.987487
"MLLT11",7.194884,7.119489,7.0556,7.372649,6.95296,7.23626,7.105893,7.272418,6.778108,7.335703,6.989494,7.389444,7.22329,7.438457,7.199378,7.172447,7.141007,6.67562,7.095716,7.28269,7.240721
"PSMD4",8.155797,8.485264,8.153204,7.952561,8.308546,8.15942,7.441637,8.290125,8.160885,7.917133,8.106915,8.067011,8.186954,8.241504,7.881857,7.886956,7.81782,7.827622,7.444245,7.667689,7.843896
"LINC00302",4.901432,4.809211,5.379109,4.924613,4.963353,5.285772,5.100541,5.086255,4.95741,6.01275,4.754729,6.148694,5.036711,4.45125,5.088668,4.655099,5.014784,4.965975,4.751437,5.137207,5.068809
"LCE2C",5.302922,4.531096,5.603826,5.351321,6.054901,5.293884,5.763657,5.448011,5.505676,5.9101,4.966273,6.619644,5.368423,5.288146,5.501558,5.813911,6.392512,6.02422,5.527182,5.67739,4.691494
"LCE2B",7.327763,7.418468,7.742399,7.152876,7.314526,7.214785,7.549173,7.533742,7.429492,8.121905,7.32627,8.638921,7.603982,7.217367,7.172248,7.36151,7.744098,7.439841,7.273805,7.367675,7.410554
"KPRP",6.339144,6.131196,6.59351,5.993681,6.234147,6.205373,6.133241,5.912505,6.197557,6.959638,6.300474,7.684629,6.475186,6.453231,6.118214,6.154171,7.129005,6.235691,6.270558,6.067814,5.991636
"SPRR1A",6.784215,6.618795,6.857468,6.593111,7.083302,6.662252,6.990243,6.729478,6.846622,7.678372,6.763509,8.516261,6.90252,6.554371,6.418445,7.342878,7.567763,6.529543,6.528691,6.731028,6.801597
"LELP1",7.044794,6.90824,7.238283,6.847666,7.078199,6.887702,7.110482,6.958241,6.895581,7.87969,6.958818,8.51971,6.975355,6.948507,6.779608,7.139526,7.86165,6.717071,6.821637,6.945811,6.8812
"S100A9",10.997238,10.987527,11.035828,10.340664,11.834024,11.797267,11.540893,10.387295,11.092162,11.206128,11.882679,11.033376,11.098819,10.857042,10.090261,9.657083,10.473536,10.175857,10.812787,9.894639,10.40318
"SNAPIN",7.941485,8.136209,7.548973,7.857243,7.757734,7.940489,7.731466,7.890163,7.93743,7.581266,7.903059,7.187754,7.886652,8.449644,7.413167,7.494262,7.31364,7.246381,7.515031,7.695742,7.720783
"UBAP2L",8.878265,9.341132,9.059178,9.539015,8.843393,9.243806,9.107899,9.062626,9.111142,9.027126,9.041035,8.567021,9.118372,8.806315,9.304663,9.243846,9.286475,9.69503,9.302614,9.161813,9.514593
"HAX1",8.196193,7.937851,7.582929,8.322638,8.193369,8.323533,7.635871,7.984418,8.265607,7.588106,8.407015,7.171069,8.253071,8.810631,7.804696,7.882384,8.011173,7.92536,8.209355,7.967355,8.09509
"CKS1B",8.741787,8.496358,9.078689,8.576758,8.926902,8.251781,8.384439,8.87208,8.594965,8.82635,8.577826,9.192761,8.751229,8.596292,8.748812,8.472631,8.34586,8.531018,8.706557,8.440643,8.535343
"SLC50A1",7.988019,7.932163,7.853776,8.334663,8.121113,8.30457,7.851622,7.696162,8.148089,7.65253,7.993044,7.438355,8.182447,8.65767,8.062872,8.207291,8.301608,8.190332,7.871069,8.177264,8.243032
"DAP3",8.816837,8.723821,8.37834,8.691452,8.779057,8.795627,7.958379,8.496724,8.817478,8.452305,8.788925,7.772483,8.59475,9.383477,8.458939,8.704435,8.794975,8.561688,8.680496,8.734764,8.537861
"SYT11",7.322557,7.565812,7.348678,7.435393,7.013648,7.667614,7.461182,7.422326,6.922056,7.028962,7.612711,7.031461,7.369504,7.488651,7.119653,7.399569,7.105662,7.352162,7.413135,7.815682,7.985025
"SEMA4A",7.740652,8.373015,8.130256,8.249528,8.364511,8.093804,8.873657,7.78703,7.738807,7.872259,8.492094,8.2707,8.015776,7.249691,8.144292,7.854568,8.332071,8.632668,8.498841,7.461376,8.277064
"GPATCH4",6.907435,7.008189,7.189145,6.891859,6.735383,7.029705,7.006559,6.912615,6.967322,7.440453,6.799325,7.597937,6.861668,6.971504,6.725368,7.176182,7.269514,6.769893,7.035941,6.814105,6.736692
"CD1D",7.967985,7.955769,7.782115,7.676348,8.059844,7.747951,8.204621,7.758094,8.048963,7.862581,8.301845,7.967973,7.988767,7.958456,8.061485,7.979216,8.098448,7.778798,7.780541,7.972806,8.344232
"CD1C",7.638337,7.594274,7.147955,7.279626,7.657984,7.743954,6.777056,7.644174,7.606895,8.044417,7.02318,6.835967,7.499492,8.125502,7.818664,7.797304,7.984722,7.623744,7.369512,8.119488,6.180325
"OR10K1",5.398172,5.490728,6.026878,5.526737,5.675777,5.70451,5.949161,5.71718,5.462831,6.430017,5.711357,6.521589,5.49913,5.809756,5.795081,6.030623,6.166554,5.458384,5.250919,5.627022,5.488663
"MNDA",11.33414,11.443904,11.163262,11.114173,12.145543,11.780102,11.621476,10.876066,11.495532,11.580036,12.195577,11.457222,11.45875,10.980566,11.530563,11.395387,11.627987,11.384668,11.980617,11.162386,11.241906
"PYHIN1",9.458343,9.303306,8.176751,8.93242,8.706364,9.108346,8.526837,9.27195,8.836588,8.403871,8.296775,8.447021,9.300645,8.966734,8.572708,9.764182,8.891992,9.241834,9.291658,9.676129,9.301959
"IFI16",9.318337,9.2038,8.770164,9.284901,9.655018,9.452944,9.245613,9.404157,9.274315,8.814584,9.809579,8.54841,9.540168,9.232527,9.189951,9.498777,9.387714,9.714906,9.450853,9.647712,9.960341
"FCER1A",7.309765,6.960631,6.948243,7.130991,7.545437,6.928412,6.55002,7.233651,7.182502,7.37698,6.496884,6.434443,7.569092,7.820092,7.215737,7.179547,7.278353,6.818661,7.008275,7.648895,6.475505
"FCRL6",8.614102,8.852944,8.553474,7.941812,7.757672,8.519968,8.081434,8.764488,7.606064,6.925198,7.684089,8.014583,8.820418,8.427397,8.05342,9.582314,8.112939,9.186772,8.786489,9.161023,9.422524
"PEA15",8.256038,8.424707,8.276912,8.510848,8.488944,8.455793,8.328571,8.305621,8.466235,8.314089,8.666263,7.88851,8.524945,8.413333,8.156259,8.255552,8.266022,7.955291,8.332562,8.117495,8.630632
"SUMO1P3",4.269538,4.252404,3.857142,4.321848,4.190781,4.252469,4.189712,4.018096,4.398982,4.530157,4.471161,4.600628,4.969352,4.325361,4.389011,4.152218,4.803812,4.342379,4.901559,4.683025,4.33215
"NCSTN",7.863483,8.390328,8.112179,8.486516,8.059494,8.190978,8.920425,7.910069,8.182734,7.918388,8.712839,7.710832,8.23722,7.856162,8.162082,7.948816,8.350501,8.537854,8.4219,8.477718,8.640881
"SLAMF7",8.20575,8.345329,7.90631,8.01424,7.753937,8.285548,7.671108,8.309097,7.768747,7.020943,7.587507,7.285553,8.695528,8.300142,7.887001,8.768404,8.658654,8.559243,8.179281,8.662469,8.649144
"LY9",8.977755,8.802541,8.644059,9.059626,8.481227,8.95694,8.471884,8.956212,9.036765,8.7521,8.234059,8.187211,8.689242,8.993655,8.716696,9.065546,8.523001,9.084374,8.5433,8.946433,8.78272
"UFC1",9.104905,8.669459,7.965262,8.056012,8.974717,8.806053,7.312904,8.974289,8.972659,8.463523,9.155986,7.754176,8.904484,9.66087,8.912928,9.003336,8.84722,8.44048,8.46872,8.346331,8.725602
"FCER1G",9.506324,9.769939,8.846867,9.485591,10.171487,9.624436,9.920528,9.524752,9.601305,9.562063,10.351843,8.966637,9.779917,9.220069,9.630346,9.895907,10.12407,9.740484,9.904434,9.563117,10.582809
"FCGR2A",10.58245,10.945147,10.442836,10.243765,11.387299,11.095059,11.745625,10.612544,10.950102,10.543019,11.572081,10.290581,10.6757,10.015493,10.660216,10.076429,10.56803,10.959581,10.964538,10.349911,10.306865
"HSPA6",9.880054,9.681002,9.466806,9.371335,10.251162,10.249231,10.325223,9.721594,10.255846,9.506608,11.119372,9.132934,9.805443,9.12412,9.852481,9.224164,9.618668,9.849088,9.862011,9.337542,9.870118
"FCGR2B",7.343308,7.198601,6.367047,7.112928,7.134063,7.542986,7.465148,7.046313,7.627975,7.196881,7.615087,6.362786,7.274559,8.297597,7.510108,7.93926,7.45676,7.714342,7.485898,7.889227,7.333441
"FCRLA",8.440927,7.952435,7.399809,8.469726,7.719044,8.857235,7.270007,8.237426,8.331543,7.579448,8.088083,7.844181,8.01096,9.270077,8.668992,8.802679,8.779374,8.817316,8.475919,8.647199,7.967249
"UHMK1",9.829983,9.678494,9.572159,10.227093,9.650629,9.903959,9.817076,9.78434,9.855119,9.365081,9.724614,9.016973,9.920961,9.756747,9.669945,9.755119,9.602991,9.954144,9.809968,10.152913,10.065337
"MGST3",8.648067,8.463219,7.702524,8.308603,8.266698,8.367331,8.317637,8.353831,8.303002,8.242261,8.059772,7.94144,7.889362,8.857145,8.016039,7.723673,8.036886,7.852206,8.15132,8.010283,8.202093
"MPZL1",8.437994,9.26053,8.324358,7.950682,8.982648,8.686304,9.850793,9.062952,8.234458,8.499942,9.359421,8.010405,9.072313,8.355334,9.011131,8.801538,8.426214,8.703295,9.40889,9.000479,7.96079
"XCL1",5.594113,4.641219,5.323341,4.230077,4.90322,5.439346,4.991435,4.929519,5.257916,5.604386,4.90314,5.907698,4.886795,5.336154,5.671659,5.4512,5.286051,4.742147,5.132347,6.215771,4.726954
"BLZF1",8.350326,8.157411,8.063949,8.27261,8.455823,8.731719,7.991493,8.38151,8.141331,7.673917,8.354223,7.093667,7.878156,8.863284,8.625531,8.627282,8.647378,8.740943,9.134073,8.851888,8.757768
"DNM3",6.096505,6.498598,6.405542,6.493008,6.497884,6.467633,7.149484,6.369327,5.965402,5.917803,5.903992,6.096359,6.013152,5.853011,6.392803,6.447447,5.951413,6.681,6.609439,7.2498,6.156745
"SUCO",7.828626,7.581143,7.57255,8.130233,7.844775,7.935768,7.829345,7.75015,7.823557,7.089107,7.821734,6.63296,7.624109,8.244468,8.319392,7.997246,7.875151,8.012839,8.569481,8.826892,7.892435
"PRDX6",10.232979,10.391129,10.34452,10.682865,10.251558,10.770742,10.963166,9.919216,10.182929,9.570831,10.402572,9.470882,10.193755,9.532124,11.269219,9.872935,9.4818,9.754565,10.007311,11.360066,10.078895
"GPR52",8.171073,7.648768,7.673179,8.01255,7.604115,7.485642,8.353373,7.77458,8.280657,7.406214,7.933215,7.428899,8.389389,7.08994,7.563156,8.179109,7.995134,8.231596,8.342946,8.68783,8.16859
"RALGPS2",9.322158,8.674243,8.089255,9.75017,8.816599,9.600334,8.360653,8.976984,9.349135,8.096968,8.651188,7.968083,8.82874,10.087505,9.457815,9.674323,9.605767,9.857789,9.329469,9.703345,8.347033
"SOAT1",8.99651,9.11643,8.635453,9.190709,8.893788,9.113656,9.16154,8.91158,8.992104,8.495932,9.492529,8.091885,9.205428,8.57865,9.220914,8.904829,8.813148,9.270087,9.236386,9.001277,9.166075
"NPL",8.299078,8.775989,8.422556,8.200834,9.257688,8.69612,9.379887,8.340959,8.582733,8.322303,9.536175,7.941752,8.502117,7.913922,8.679294,8.373868,8.486297,8.933161,9.253459,8.293563,8.825933
"DHX9",9.266401,9.26851,8.991931,9.486063,9.106209,9.410067,8.792647,9.297929,9.131682,8.808032,9.130524,8.214819,9.173677,9.214279,9.202932,9.19408,9.19831,9.613328,9.478756,9.511875,9.290505
"TSEN15",8.28492,8.419726,7.604979,8.445915,8.23848,8.408476,8.034721,8.104159,8.492563,7.493058,7.976349,7.627178,8.094341,8.552119,8.33002,8.602284,8.171706,8.476027,8.547861,8.692924,8.398109
"SWT1",6.922222,6.814603,6.915002,7.456714,7.460936,7.449282,7.461479,6.683857,7.001901,6.11011,7.341699,6.063755,6.709957,7.320549,7.313092,7.120341,7.098159,7.213668,8.06373,8.373096,7.021701
"ODR4",7.713036,7.604762,6.869446,7.852143,7.470935,7.85044,7.622528,7.487583,7.812517,6.871527,7.43712,6.382234,7.402633,7.808287,7.952944,7.977,7.847579,7.962371,8.496761,8.097113,7.721927
"PLA2G4A",5.991862,6.124483,5.828425,6.243355,6.114517,6.57326,6.427133,5.703858,6.399845,5.981175,6.648195,5.527929,5.894205,5.575227,6.220273,6.070493,6.004096,5.850228,7.087387,6.037236,6.770927
"RGS18",8.50588,8.740106,9.056345,8.959548,9.483491,9.713869,9.381234,8.483643,8.374739,8.130973,8.870808,7.806717,8.470421,9.016759,9.138827,8.972601,9.0397,8.799471,9.822259,9.170882,8.43453
"RGS2",11.271728,11.26131,11.252191,10.619573,12.038412,11.844968,11.895739,11.549599,11.245597,11.152081,12.170126,10.878676,11.539489,11.178146,11.741035,11.016611,11.667402,11.599737,12.077726,11.597723,11.099364
"RO60",9.238162,8.985484,8.843144,9.399603,9.015541,9.336652,9.036624,9.084368,8.983726,8.271794,8.848022,7.715572,8.856021,9.156909,9.173677,9.212272,9.035883,9.42177,9.8108,9.893139,9.431245
"CFHR1",3.765304,3.848349,4.601381,4.279794,3.777794,5.051585,3.137118,4.253697,3.696492,3.755589,3.755958,4.07398,3.445148,3.234122,3.997436,3.54945,2.921468,3.707873,4.077329,4.719439,3.087325
"CFHR4",5.057671,5.402612,6.084534,5.21957,5.417486,5.293645,5.292548,5.29811,4.5242,5.60051,5.332164,5.910989,4.701067,4.789253,6.295326,4.954085,3.929777,4.742147,5.057636,4.757902,5.718737
"TIMM17A",7.038288,6.85788,6.447898,6.967371,7.068225,7.203481,6.527636,6.813967,7.092745,6.537098,7.07837,6.561624,6.980189,7.79153,6.936239,7.518617,7.031535,6.998364,7.42326,7.205831,6.9202
"OPTC",6.112402,6.289402,6.203487,5.823493,6.329899,6.031543,6.458609,6.335586,6.248471,6.993588,6.107542,7.393008,6.305408,6.294578,6.181841,5.933893,6.309358,6.07097,5.912423,5.897975,6.222592
"LINC00260",6.755379,6.925135,6.38728,6.560541,6.609341,6.615706,7.009089,6.567829,6.493948,6.276713,6.695803,6.440565,6.927219,5.942942,7.173115,7.096742,7.238612,7.027458,7.459946,6.687194,7.443052
"SNRPE",6.687652,6.670828,5.927951,6.421621,6.720294,6.968478,5.89532,6.767763,6.908247,6.28292,6.749211,6.357748,6.159347,7.228022,6.778062,6.93526,6.511316,6.827743,7.117437,6.44021,6.909514
"NUCKS1",7.052714,7.037042,6.890804,7.266289,6.910114,7.288083,6.388798,6.800992,7.021333,7.078373,6.496796,6.96302,6.495685,7.275908,6.37351,6.480705,7.061302,6.408167,6.873351,6.088729,6.17641
"LOC284581",6.9081,6.212562,6.483658,6.683207,6.624937,5.724462,6.872565,7.086745,6.508811,7.122941,6.752522,7.734568,7.094462,6.045335,5.929392,6.759054,7.125741,7.111832,6.238053,6.853873,6.190325
"AVPR1B",5.64056,5.604831,5.734621,5.492,5.655197,5.469998,5.470916,5.254905,5.417612,6.414058,5.500864,6.541064,5.530751,5.922861,5.046455,5.598983,6.279587,5.64048,5.195966,5.442205,5.38164
"IKBKE",8.098677,8.267469,7.887225,8.282889,7.60296,8.589539,7.897302,8.478052,8.47401,8.064249,8.147747,7.791073,8.120816,8.224743,7.783291,8.302987,8.003329,8.222321,7.920419,8.22985,8.585886
"C4BPA",4.59691,4.825081,4.914461,4.683926,8.508659,7.970078,5.076828,4.8824,5.011119,6.758754,4.804561,5.304273,4.82006,4.684801,4.981685,4.978141,8.449819,4.430296,4.881216,5.111301,4.420037
"CR2",6.918492,6.127005,5.95324,7.805313,5.868994,6.952616,5.789889,6.527735,6.641219,5.930792,6.203639,6.118417,6.896743,7.245833,7.138434,7.319581,6.763542,7.567788,6.633257,7.663449,6.437639
"CR1",8.406254,8.530335,8.679631,8.680181,9.271988,8.95145,9.743293,8.200762,8.563731,8.171616,9.136949,8.194094,8.789268,7.807939,9.02611,8.598516,8.753658,9.652741,9.551362,9.143382,9.126094
"CR1L",7.172846,7.490477,7.459386,7.844535,8.306039,7.590503,8.235611,7.166777,7.402595,6.965454,7.803157,6.894353,7.379446,7.611337,8.022818,7.252025,7.554681,7.857868,8.285949,8.224843,7.717304
"TRAF3IP3",10.456905,10.292163,9.993344,10.616534,10.224883,10.422913,9.765704,10.500629,10.444338,9.922001,10.108472,9.296725,10.523493,10.644585,10.297897,10.438464,9.989231,10.394468,10.178957,9.963715,10.242519
"TRAF5",8.623595,8.372878,7.809263,8.867893,8.15862,8.556213,7.802481,8.319683,8.657547,7.981242,7.891446,7.495368,8.620488,8.787452,8.391208,8.829333,8.552066,8.681405,8.47685,8.412435,8.289868
"DTL",5.42643,5.108365,5.19789,5.738334,5.288304,5.089636,5.114787,5.397246,4.998479,4.88755,5.206946,5.619753,5.231884,5.633222,5.514106,5.236855,5.874063,5.983154,5.420894,5.666399,6.066453
"PPP2R5A",9.947431,9.267888,9.297682,9.731207,9.751801,9.795689,10.243042,9.386414,9.45048,9.122371,10.076566,8.843419,9.425316,9.63126,9.576914,9.564077,9.593324,9.661759,10.145243,9.49484,9.582125
"SNORA16B",7.000279,7.257439,7.075477,7.68943,6.976365,7.318194,8.219343,6.828062,7.138085,6.802464,7.114303,6.539511,7.088606,6.31343,6.626629,7.092843,7.235613,7.680884,7.295607,6.833444,7.424743
"FLVCR1",7.303427,6.883798,6.555169,7.305866,6.995821,7.378098,7.319282,7.142389,7.010927,6.737244,7.563245,6.207809,7.416314,7.392791,7.840569,7.180171,7.309604,7.420608,8.280682,7.750271,7.214541
"KCTD3",5.929383,5.881295,5.187763,6.232234,5.896333,6.025152,5.762639,5.622995,5.885425,5.460585,6.448772,5.257318,5.750507,5.885233,5.837397,6.023713,6.031499,6.169295,6.393538,6.875439,6.208272
"LYPLAL1",6.347399,6.292852,5.75091,6.758306,6.568326,6.785105,6.484754,5.954803,6.501727,5.066435,5.815189,4.657512,5.871091,6.72922,6.542314,6.908288,6.225137,6.687777,7.482688,7.193151,5.905257
"IARS2",8.450731,8.445398,8.146632,8.75935,8.130419,8.298525,8.097489,8.224563,8.292392,8.013622,8.111007,7.76943,8.524017,8.170375,8.579911,8.402517,8.321092,8.748504,8.417809,8.607404,8.489682
"MTARC1",7.299324,8.00875,8.012248,7.314291,8.122035,7.979643,8.287555,7.351721,7.84051,7.553543,9.104152,7.616079,7.72779,7.171997,7.781812,7.794378,8.314641,7.478459,8.021699,7.37011,7.645978
"FAM177B",6.161778,5.625388,5.53847,6.07739,5.549823,5.892555,5.496887,5.687198,6.30964,5.596458,5.883934,6.445191,5.424366,6.325103,5.812857,6.078381,5.861692,6.173915,6.042508,5.881679,6.050366
"FBXO28",9.123637,9.182024,8.689229,9.346221,8.893406,9.301291,8.794973,9.064032,9.139535,8.55363,8.99844,7.958071,9.101839,9.351835,9.246763,9.096037,8.82289,9.389904,9.146289,9.075909,9.126509
"SRP9",6.540189,6.766184,6.365716,7.335774,7.410157,6.900307,6.660116,6.608946,7.527342,6.642897,6.409136,6.011947,6.502618,6.878728,6.72721,7.150136,6.75302,7.305205,7.772303,7.330361,6.637526
"ZNF678",6.697737,6.490578,6.070448,6.472673,6.040648,6.774709,5.411895,6.263967,6.115276,5.856644,5.80348,5.884015,5.906416,7.407285,6.705567,6.718829,6.540467,6.803461,7.218803,6.928174,6.020356
"GUK1",10.64846,10.31181,11.239872,11.290293,10.954919,10.78308,10.347596,10.555618,10.048326,9.545762,10.638984,9.710108,10.154938,10.140365,10.688824,10.134111,9.19277,9.909814,10.230906,10.921911,10.480487
"COG2",7.510665,7.842422,7.255632,7.956646,7.349526,7.890821,7.448373,7.400511,7.437377,7.283721,7.546988,6.545851,7.624867,7.722122,7.650386,7.701165,7.578007,7.788693,7.490909,7.84304,7.808866
"ARV1",7.687921,6.825993,6.614381,7.747676,7.638303,7.363644,6.835159,7.057937,7.342452,6.989608,7.510466,6.688556,7.404457,8.170142,7.792445,7.120904,7.727044,7.724066,8.108781,8.023516,7.608285
"GNPAT",9.020458,8.815378,8.435858,9.003793,8.63898,9.002049,8.727189,8.739595,8.829204,8.366294,8.925685,7.875132,9.005965,9.186043,9.074496,8.948571,9.215579,9.288875,9.270905,9.361584,9.010781
"COA6",6.939009,6.886093,6.084116,6.823078,6.962823,7.179716,6.569952,6.832299,6.812189,6.802044,6.884678,6.442328,6.675573,7.770111,6.833121,6.402985,6.361603,6.55008,6.738368,6.491385,6.787071
"GPR137B",8.265424,8.158039,7.649172,8.198293,7.692198,8.191973,7.816685,8.149201,8.245041,7.82474,8.062706,7.023457,8.297196,7.844467,7.841062,8.024867,7.78684,7.532905,8.453268,8.036441,8.430179
"KMO",7.402829,6.531296,6.275606,7.684262,7.247621,7.498892,6.610113,6.879634,7.749642,6.499328,7.203291,6.36856,7.006048,8.198738,7.503592,7.519419,7.297741,7.774292,7.67498,7.18386,7.404328
"OR2G2",5.043508,5.483609,5.736962,5.141826,5.279713,4.917599,5.425384,5.726965,5.364278,6.053759,5.40637,6.829279,5.434218,5.157899,5.010319,6.008337,5.929184,5.696267,5.307584,5.625569,5.167935
"OR2L8",6.599027,6.142556,5.99591,6.789045,6.769,6.761806,5.932657,5.080823,6.442165,6.843963,6.61412,8.225683,6.980115,6.137556,6.905842,6.899831,7.240036,7.004454,7.136646,6.46256,6.470523
"OR2AK2",5.656327,5.708936,5.552371,5.843223,5.300227,5.218539,5.588303,5.130101,5.519225,5.626831,5.886758,6.031191,5.65376,5.198117,5.891287,5.688969,5.573172,5.663861,5.761526,5.22654,5.691044
"OR2L2",5.964992,5.923363,5.84776,6.359654,6.133759,5.904502,5.747777,5.505992,6.048304,6.27165,6.398556,6.898534,6.359191,6.091709,6.746811,7.108536,6.205889,6.733567,6.851943,6.00721,5.911921
"OR2M4",5.746377,5.523615,5.789272,5.433575,5.634338,5.199811,5.717438,5.722543,5.413231,6.374321,5.513114,6.858267,5.572491,5.380984,5.494714,5.431009,6.124056,5.201753,5.37082,5.362866,5.613323
"OR2T4",5.26589,4.913129,4.767573,4.263955,4.940976,4.454859,4.764137,4.572779,4.885249,4.96924,4.472852,5.702311,4.530995,4.522849,4.580423,4.552468,4.912084,5.052614,4.783974,4.736314,4.704343
"OR2T1",6.343039,6.130034,5.942811,5.884096,6.052532,5.770062,5.995086,6.181135,6.106698,6.82695,6.005212,7.091225,6.173115,6.088797,6.350416,6.158801,6.430866,5.92271,6.262133,6.082858,6.122616
"OR2G6",5.983789,5.495717,6.171323,5.648741,6.055682,5.495875,6.021579,5.629599,5.969398,6.331304,5.735959,6.887795,6.096593,5.443819,6.08699,6.299643,5.998075,5.89451,5.985103,5.777867,6.069815
"PGBD2",7.125757,7.00603,6.492612,6.901719,6.737028,6.948627,6.913293,6.618866,6.949292,6.240026,7.042481,5.978175,6.970118,7.062859,6.985852,7.093993,6.907111,7.099385,7.277066,7.298889,6.941704
"NADK",9.288959,9.492458,9.588874,9.256383,9.699218,9.650016,10.150792,9.571123,9.614231,9.384748,10.319383,9.007015,9.765409,9.03034,9.570376,9.105453,9.447113,9.551552,9.124454,9.040799,9.783313
"PRDM16-DT",7.517102,7.787052,8.429929,7.932081,7.848806,8.098991,7.395155,7.43618,7.714457,7.088875,7.991397,7.510635,7.198616,8.283433,7.723874,8.092723,7.518868,7.308319,7.452949,7.969038,8.242809
